Species,Light_ISF,Soil,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Time,Event,Harvest,Alive
2,0.076,6,0,0,1,1,1,20.3,28.61,3.74,23.02,16.68,115.5,1,0,1
1,0.074,2,0,0,1,0,1,0.0,40.0,4.47,22.23,17.59,24.5,1,1,2
1,0.074,0,0,0,1,0,1,21.0,62.75,3.67,17.1,21.81,24.5,1,1,2
1,0.076,1,0,0,1,1,1,15.53,37.83,4.83,21.07,18.06,115.5,1,0,1
1,0.074,3,0,0,1,1,1,5.0,85.71,4.58,21.18,18.34,24.5,1,1,2
1,0.073,0,0,0,1,0,1,13.0,32.56,3.7,19.76,19.15,24.5,1,1,2
2,0.076,6,0,0,1,1,1,20.3,28.61,3.74,23.02,16.68,115.5,1,0,1
2,0.074,0,0,0,1,0,1,11.0,8.33,2.63,23.74,12.23,24.5,1,1,2
2,0.073,4,1,1,1,2,1,8.0,0.0,3.29,22.48,15.96,24.5,1,1,2
0,0.073,3,0,0,0,1,0,12.45,0.0,-0.23,10.93,11.4,63.0,0,0,0
1,0.073,4,1,1,1,2,1,3.0,0.0,3.27,18.59,22.02,24.5,1,1,2
0,0.073,3,0,0,0,1,0,12.45,0.0,-0.23,10.93,11.4,63.0,0,0,0
0,0.074,6,0,0,0,1,0,18.0,0.0,0.1,11.73,11.96,24.5,1,1,2
1,0.073,5,0,0,1,0,1,14.06,29.02,4.68,20.22,19.67,24.5,0,0,0
1,0.076,0,0,0,1,0,1,19.02,36.02,3.84,18.67,21.75,115.5,1,0,1
1,0.073,0,0,0,1,0,0,0.0,17.24,3.87,21.52,17.49,24.5,1,1,2
2,0.074,2,0,0,1,0,1,11.0,11.43,2.75,27.82,9.55,24.5,1,1,2
0,0.073,6,0,0,0,1,0,15.06,0.0,-0.04,13.53,12.37,24.5,0,0,0
2,0.073,3,0,0,1,1,1,13.0,14.89,3.63,26.1,14.58,24.5,1,1,2
1,0.076,0,0,0,1,0,1,19.02,36.02,3.84,18.67,21.75,115.5,1,0,1
0,0.076,1,0,0,0,1,0,14.49,0.0,0.0,10.39,10.83,59.5,0,0,0
3,0.073,4,1,1,0,2,0,0.0,0.0,0.35,9.29,10.64,24.5,1,1,2
2,0.073,0,0,0,1,0,1,7.0,0.0,2.63,24.51,11.68,24.5,1,1,2
0,0.074,1,0,0,0,1,0,0.0,0.0,-0.08,10.03,10.67,24.5,1,1,2
0,0.073,5,0,2,0,0,0,13.75,0.0,-0.09,10.94,11.53,63.0,0,0,0
0,0.074,5,0,2,0,0,0,14.92,0.0,-0.07,11.05,11.54,24.5,0,0,0
1,0.073,2,0,0,1,0,1,2.0,62.5,4.46,21.62,17.55,24.5,1,1,2
2,0.074,0,0,0,1,0,0,17.0,11.9,2.27,16.14,12.51,24.5,1,1,2
2,0.073,0,0,0,1,0,1,18.02,10.99,2.52,24.51,11.5,63.0,0,0,0
2,0.073,1,0,2,1,1,1,42.0,72.0,2.5,28.49,9.68,24.5,1,1,2
1,0.073,4,1,1,1,2,1,5.18,2.34,2.83,19.23,18.12,115.5,1,0,1
2,0.073,5,0,0,1,0,1,29.0,20.51,2.7,26.54,11.09,24.5,1,1,2
2,0.073,1,0,2,1,1,1,16.23,42.06,2.74,25.89,11.57,115.5,1,0,1
1,0.073,0,0,0,1,0,1,18.85,38.42,3.78,19.23,20.26,115.5,1,0,1
2,0.073,2,0,0,1,0,1,12.0,31.15,3.43,27.63,13.45,24.5,1,1,2
2,0.074,4,1,1,1,2,1,6.0,8.33,3.24,24.97,13.98,24.5,1,1,2
0,0.073,1,0,0,0,1,0,12.63,0.0,-0.04,10.98,11.22,24.5,0,0,0
1,0.051,0,0,0,1,0,1,31.0,33.33,3.62,19.47,19.18,24.5,1,1,2
0,0.073,6,0,0,0,1,0,15.06,0.0,-0.04,13.53,12.37,59.5,0,0,0
1,0.086,6,0,2,1,1,1,26.42,37.3,4.9,19.18,21.65,73.5,0,0,0
2,0.051,0,0,0,1,0,1,10.0,38.6,3.31,25.79,14.86,24.5,1,1,2
1,0.051,4,1,1,1,2,1,12.0,4.55,1.97,17.37,19.22,24.5,1,1,2
2,0.086,5,0,0,1,0,1,23.14,51.73,3.81,26.81,14.69,115.5,1,0,1
3,0.075,1,0,0,0,1,0,13.0,0.0,0.64,6.87,10.99,24.5,1,1,2
1,0.098,3,0,0,1,1,1,20.63,25.93,4.99,19.06,22.55,115.5,1,0,1
1,0.098,4,1,1,1,2,1,11.42,13.61,3.75,18.84,21.64,115.5,1,0,1
2,0.098,2,0,0,1,0,1,19.7,21.83,3.5,26.77,14.38,66.5,0,0,0
0,0.075,1,0,0,0,1,0,17.0,0.0,0.04,9.43,9.06,24.5,1,1,2
0,0.086,2,0,0,0,0,0,17.06,0.0,-0.01,13.73,12.05,63.0,0,0,0
1,0.075,1,0,0,1,1,1,14.0,44.68,4.85,24.97,15.69,24.5,1,1,2
2,0.051,0,0,0,1,0,1,12.0,16.67,2.46,21.0,12.53,24.5,1,1,2
1,0.098,0,0,0,1,0,1,17.66,34.38,4.15,19.17,22.01,115.5,1,0,1
1,0.098,4,1,1,1,2,1,11.42,13.61,3.75,18.84,21.64,80.5,0,0,0
0,0.086,3,0,0,0,1,0,15.37,0.0,-0.03,13.92,12.05,63.0,0,0,0
2,0.075,4,1,1,1,2,1,11.0,0.0,2.76,28.24,9.91,24.5,1,1,2
2,0.086,0,0,0,1,0,1,22.35,28.34,3.33,25.06,15.0,115.5,1,0,1
0,0.075,6,0,0,0,1,0,0.0,0.0,-0.23,10.67,11.69,24.5,1,1,2
3,0.051,2,0,0,0,0,0,22.0,0.0,0.17,4.84,4.7,24.5,1,1,2
0,0.051,5,0,2,0,0,0,16.58,0.0,-0.23,9.41,9.81,24.5,0,0,0
0,0.051,1,0,0,0,1,0,1.23,0.0,0.13,11.46,11.47,24.5,1,1,2
2,0.098,5,0,0,1,0,1,29.36,40.36,3.82,26.68,14.74,115.5,1,0,1
1,0.086,1,0,0,1,1,1,24.89,38.65,5.19,19.47,20.84,70.0,0,0,0
1,0.086,3,0,0,1,1,1,18.23,22.62,4.96,18.6,22.13,115.5,1,0,1
2,0.098,3,0,0,1,1,1,19.03,28.02,3.69,20.43,18.5,115.5,1,0,1
2,0.098,2,0,0,1,0,1,19.7,21.83,3.5,26.77,14.38,115.5,1,0,1
3,0.051,2,0,0,0,0,0,9.0,0.0,-0.09,4.6,7.26,24.5,1,1,2
0,0.086,5,0,2,0,0,0,18.1,0.0,0.48,13.62,12.36,63.0,0,0,0
3,0.075,4,1,1,0,2,0,4.0,0.0,0.0,4.63,8.32,24.5,1,1,2
1,0.098,2,0,0,1,0,1,12.77,22.8,4.66,17.64,23.94,115.5,1,0,1
2,0.051,2,0,0,1,0,1,8.0,0.0,3.26,18.85,17.53,24.5,1,1,2
2,0.075,5,0,0,1,0,1,17.0,65.63,3.62,20.83,17.83,24.5,1,1,2
3,0.075,4,1,1,0,2,0,15.0,0.0,0.27,5.06,8.07,24.5,1,1,2
2,0.086,4,1,1,1,2,1,6.48,10.73,3.46,24.52,15.13,115.5,1,0,1
1,0.051,3,0,0,1,1,1,47.0,71.43,4.59,22.65,16.69,24.5,1,1,2
2,0.075,3,0,0,1,1,1,21.0,44.9,3.41,31.66,13.97,24.5,1,1,2
2,0.098,5,0,0,1,0,1,29.36,40.36,3.82,26.68,14.74,115.5,1,0,1
1,0.098,0,0,0,1,0,1,17.66,34.38,4.15,19.17,22.01,115.5,1,0,1
2,0.051,6,0,0,1,1,1,21.0,54.55,3.7,29.14,14.24,24.5,1,1,2
2,0.051,2,0,0,1,0,1,14.0,8.89,2.96,25.54,13.33,24.5,1,1,2
2,0.075,5,0,0,1,0,1,75.0,36.47,3.62,25.06,15.15,24.5,1,1,2
0,0.051,2,0,0,0,0,0,15.0,0.0,-0.39,9.21,8.63,24.5,1,1,2
1,0.098,1,0,0,1,1,1,14.5,37.47,5.23,21.24,18.26,115.5,1,0,1
0,0.051,2,0,0,0,0,0,2.0,0.0,-0.54,10.24,11.58,24.5,1,1,2
1,0.086,6,0,2,1,1,1,26.42,37.3,4.9,19.18,21.65,73.5,0,0,0
2,0.075,6,0,0,1,1,1,17.0,4.55,3.53,24.11,15.7,24.5,1,1,2
0,0.051,2,0,0,0,0,0,15.87,0.0,-0.34,9.59,9.44,24.5,0,0,0
0,0.075,4,1,1,0,2,1,2.0,0.0,-0.2,9.19,9.39,24.5,1,1,2
2,0.075,2,0,0,1,0,1,7.0,5.26,3.09,28.82,11.85,24.5,1,1,2
2,0.075,1,0,2,1,1,1,20.0,50.0,3.91,21.31,18.26,24.5,1,1,2
0,0.086,4,1,1,0,2,1,9.09,0.0,0.06,12.41,12.37,80.5,0,0,0
1,0.051,6,0,2,1,1,1,16.0,30.23,4.37,21.77,17.34,24.5,1,1,2
2,0.051,5,0,0,1,0,1,22.0,46.34,3.82,27.25,14.41,24.5,1,1,2
2,0.086,4,1,1,1,2,1,6.48,10.73,3.46,24.52,15.13,73.5,0,0,0
1,0.051,5,0,0,1,0,1,29.0,5.56,4.44,23.63,16.13,24.5,1,1,2
0,0.098,6,0,0,0,1,0,14.56,0.0,0.05,14.23,12.65,59.5,0,0,0
2,0.072,6,0,0,1,1,1,10.0,73.08,3.92,23.35,17.04,24.5,1,1,2
0,0.098,1,0,0,0,1,0,12.24,0.0,0.14,14.27,12.11,59.5,0,0,0
3,0.072,4,1,1,0,2,0,0.0,0.0,0.22,5.3,8.2,24.5,1,1,2
0,0.098,4,1,1,0,2,0,8.44,0.0,0.04,12.15,12.18,115.5,0,0,0
0,0.086,5,0,2,0,0,0,18.1,0.0,0.48,13.62,12.36,63.0,0,0,0
2,0.075,4,1,1,1,2,1,5.0,0.0,2.97,24.77,12.7,24.5,1,1,2
0,0.086,2,0,0,0,0,0,17.06,0.0,-0.01,13.73,12.05,63.0,0,0,0
2,0.077,6,0,0,1,1,1,19.14,28.36,3.74,23.03,16.63,115.5,1,0,1
2,0.077,0,0,0,1,0,1,18.48,29.0,3.11,25.27,13.05,115.5,1,0,1
2,0.077,2,0,0,1,0,1,21.22,28.13,3.52,26.83,13.94,115.5,1,0,1
1,0.098,0,0,0,1,0,0,17.66,34.38,4.15,19.17,22.01,115.5,1,0,1
1,0.075,4,1,1,1,2,1,26.0,0.0,3.45,24.23,15.43,24.5,1,1,2
2,0.072,0,0,0,1,0,1,14.0,36.36,2.48,25.81,11.42,24.5,1,1,2
2,0.086,4,1,1,1,2,1,6.48,10.73,3.46,24.52,15.13,73.5,0,0,0
2,0.072,6,0,0,1,1,1,12.0,32.76,3.55,20.38,18.18,24.5,1,1,2
0,0.072,5,0,2,0,0,0,13.33,0.0,-0.18,11.17,11.73,24.5,1,1,2
3,0.077,2,0,0,0,0,0,23.53,0.0,0.34,5.15,6.72,59.5,0,0,0
0,0.098,1,0,0,0,1,0,12.24,0.0,0.14,14.27,12.11,59.5,0,0,0
3,0.06,0,0,2,0,0,0,34.02,0.0,0.4,5.25,6.91,24.5,0,0,0
1,0.06,4,1,1,1,2,1,11.0,0.0,2.55,18.94,19.22,24.5,1,1,2
1,0.098,3,0,0,1,1,1,20.63,25.93,4.99,19.06,22.55,115.5,1,0,1
2,0.072,0,0,0,1,0,1,17.0,10.34,2.32,22.68,12.28,24.5,1,1,2
3,0.072,1,0,0,0,1,0,32.85,0.0,0.69,7.94,11.64,24.5,0,0,0
2,0.091,5,0,0,1,0,1,24.97,45.68,3.83,26.75,14.85,115.5,1,0,1
1,0.072,0,0,0,1,0,1,17.0,5.45,3.33,19.78,19.13,24.5,1,1,2
3,0.072,3,0,0,0,1,0,56.63,0.0,0.56,5.41,6.99,24.5,0,0,0
2,0.091,1,0,2,1,1,1,18.49,29.93,3.61,25.97,14.58,115.5,1,0,1
0,0.091,5,0,2,0,0,0,20.57,0.0,0.47,14.19,12.4,63.0,0,0,0
3,0.091,2,0,0,0,0,0,17.5,0.0,0.32,10.68,13.63,59.5,0,0,0
3,0.077,4,1,1,0,2,0,10.97,0.0,0.26,5.45,9.31,59.5,0,0,0
2,0.077,0,0,0,1,0,1,18.48,29.0,3.11,25.27,13.05,115.5,1,0,1
3,0.06,4,1,1,0,2,0,2.0,0.0,0.25,5.36,8.28,24.5,1,1,2
1,0.103,3,0,0,1,1,1,20.82,31.32,4.96,18.89,22.79,115.5,1,0,1
1,0.091,5,0,0,1,0,1,19.14,29.4,5.06,18.85,22.32,115.5,1,0,1
0,0.06,2,0,0,0,0,0,17.77,0.0,-0.2,10.8,11.03,24.5,0,0,0
0,0.091,2,0,0,0,0,0,16.64,0.0,-0.04,13.72,12.18,63.0,0,0,0
3,0.06,3,0,0,0,1,0,53.7,0.0,0.57,5.28,6.36,24.5,0,0,0
2,0.091,6,0,0,1,1,1,20.86,19.41,3.83,21.14,17.93,115.5,1,0,1
0,0.103,5,0,2,0,0,0,22.43,0.0,0.37,12.63,12.1,63.0,0,0,0
0,0.103,3,0,0,0,1,0,14.82,0.0,-0.1,13.59,12.2,63.0,0,0,0
0,0.103,3,0,0,0,1,0,14.82,0.0,-0.1,13.59,12.2,63.0,0,0,0
3,0.072,4,1,1,0,2,0,14.0,0.0,0.3,5.3,8.5,24.5,1,1,2
2,0.072,1,0,2,1,1,1,12.0,47.62,3.79,23.84,16.19,24.5,1,1,2
1,0.103,0,0,0,1,0,1,16.66,30.65,4.15,19.02,23.35,115.5,1,0,1
2,0.06,4,1,1,1,2,1,20.0,11.76,2.59,28.0,6.59,24.5,1,1,2
1,0.072,6,0,2,1,1,1,16.0,53.33,3.91,26.38,13.3,24.5,1,1,2
1,0.091,6,0,2,1,1,1,16.24,34.94,4.9,24.65,15.55,115.5,1,0,1
1,0.103,2,0,0,1,0,1,13.9,21.05,4.71,17.55,24.28,115.5,1,0,1
1,0.103,1,0,0,1,1,1,10.58,42.14,5.25,22.16,17.68,115.5,1,0,1
1,0.103,5,0,0,1,0,1,23.71,30.45,5.02,18.89,22.85,115.5,1,0,1
0,0.06,5,0,2,0,0,0,15.0,0.0,-0.14,9.62,9.96,24.5,1,1,2
2,0.103,4,1,1,1,2,1,8.99,6.46,3.56,24.16,15.82,115.5,1,0,1
1,0.091,0,0,0,1,0,1,13.96,32.36,4.23,19.27,21.03,115.5,1,0,1
2,0.091,0,0,0,1,0,1,25.68,27.69,3.33,24.84,14.86,63.0,0,0,0
0,0.091,3,0,0,0,1,0,14.58,0.0,-0.1,13.82,12.19,63.0,0,0,0
0,0.072,3,0,0,0,1,0,2.47,0.0,-0.34,8.77,10.58,24.5,1,1,2
1,0.072,0,0,0,1,0,1,14.0,9.52,3.55,19.49,19.12,24.5,1,1,2
3,0.072,5,0,0,0,0,0,32.0,0.0,0.52,5.01,6.04,24.5,1,1,2
0,0.103,4,1,1,0,2,1,7.54,0.0,0.03,12.61,12.16,80.5,0,0,0
0,0.072,1,0,0,0,1,0,12.14,0.0,-0.03,10.9,11.2,24.5,0,0,0
0,0.091,1,0,0,0,1,0,13.47,0.0,0.17,14.14,12.12,59.5,0,0,0
2,0.06,2,0,0,1,0,1,22.0,26.87,3.26,26.93,13.36,24.5,1,1,2
0,0.091,6,0,0,0,1,0,14.84,0.0,0.03,14.25,12.72,59.5,0,0,0
0,0.06,6,0,0,0,1,0,16.9,0.0,-0.07,11.0,11.67,24.5,0,0,0
2,0.06,1,0,2,1,1,1,10.0,10.26,1.91,29.68,9.35,24.5,1,1,2
0,0.091,4,1,1,0,2,1,8.52,0.0,0.04,12.26,12.14,80.5,0,0,0
1,0.091,5,0,0,1,0,1,19.14,29.4,5.06,18.85,22.32,115.5,1,0,1
1,0.072,2,0,0,1,0,1,31.0,32.0,4.12,22.18,17.63,24.5,1,1,2
2,0.072,5,0,0,1,0,1,11.0,43.75,2.6,25.7,11.61,24.5,1,1,2
3,0.091,4,1,1,0,2,0,9.54,0.0,0.0,7.75,11.71,59.5,0,0,0
1,0.091,1,0,0,1,1,1,20.21,35.3,5.31,20.58,19.0,115.5,1,0,1
1,0.103,6,0,2,1,1,1,11.03,36.83,4.99,23.16,16.88,115.5,1,0,1
1,0.072,1,0,0,1,1,1,31.0,23.68,4.8,24.7,15.81,24.5,1,1,2
1,0.103,6,0,2,1,1,1,11.03,36.83,4.99,23.16,16.88,73.5,0,0,0
0,0.091,6,0,0,0,1,0,14.84,0.0,0.03,14.25,12.72,59.5,0,0,0
0,0.06,6,0,0,0,1,0,16.9,0.0,-0.07,11.0,11.67,24.5,0,0,0
0,0.06,4,1,1,0,2,1,5.0,0.0,-0.28,9.24,9.75,24.5,1,1,2
1,0.072,5,0,0,1,0,1,12.0,30.0,4.66,20.99,18.78,24.5,1,1,2
0,0.072,3,0,0,0,1,0,10.09,0.0,-0.23,10.54,11.44,24.5,0,0,0
3,0.103,2,0,0,0,0,0,19.14,0.0,0.34,10.75,13.6,59.5,0,0,0
2,0.072,4,1,1,1,2,1,4.0,2.94,2.96,26.03,12.61,24.5,1,1,2
2,0.06,0,0,0,1,0,1,9.0,33.33,2.97,26.49,13.48,24.5,1,1,2
0,0.06,3,0,0,0,1,0,12.0,0.0,-0.27,10.84,11.11,24.5,1,1,2
1,0.055,4,1,1,1,2,1,12.0,8.33,2.22,18.69,19.08,24.5,1,1,2
1,0.055,2,0,0,1,0,1,23.87,36.31,4.32,19.24,21.51,24.5,0,0,0
3,0.103,2,0,0,0,0,0,19.14,0.0,0.34,10.75,13.6,59.5,0,0,0
1,0.103,2,0,0,1,0,1,13.9,21.05,4.71,17.55,24.28,115.5,1,0,1
2,0.103,4,1,1,1,2,1,8.99,6.46,3.56,24.16,15.82,84.0,0,0,0
1,0.091,3,0,0,1,1,1,20.79,24.77,4.99,19.11,22.0,115.5,1,0,1
1,0.068,6,0,2,1,1,1,13.83,23.81,4.71,23.07,16.57,24.5,1,1,2
3,0.068,6,0,0,0,1,0,26.55,0.0,0.63,8.06,11.63,24.5,0,0,0
2,0.055,6,0,0,1,1,1,16.38,27.94,3.78,20.27,18.87,24.5,0,0,0
3,0.068,5,0,0,0,0,0,46.91,0.0,0.56,4.99,7.18,24.5,0,0,0
2,0.055,0,0,0,1,0,1,5.0,33.96,2.59,31.0,10.27,24.5,1,1,2
1,0.103,5,0,0,1,0,1,23.71,30.45,5.02,18.89,22.85,73.5,0,0,0
3,0.055,1,0,0,0,1,0,28.15,0.0,0.65,5.42,8.13,24.5,0,0,0
1,0.065,1,0,0,1,1,1,19.83,27.97,4.76,24.63,15.73,115.5,1,0,1
0,0.065,1,0,0,0,1,0,12.51,0.0,-0.02,11.17,11.21,59.5,0,0,0
1,0.055,6,0,2,1,1,1,20.0,20.83,4.62,22.95,16.56,24.5,1,1,2
1,0.065,0,0,0,1,0,0,16.55,31.11,3.73,19.5,19.34,115.5,1,0,1
1,0.068,6,0,2,1,1,1,0.0,0.0,4.71,21.63,17.29,24.5,1,1,2
2,0.068,2,0,0,1,0,1,12.0,77.5,3.29,32.51,13.33,24.5,1,1,2
2,0.087,0,0,0,1,0,1,22.29,27.83,3.35,24.9,14.95,115.5,1,0,1
2,0.068,0,0,0,1,0,1,9.0,9.09,2.44,27.81,8.82,24.5,1,1,2
3,0.087,2,0,0,0,0,0,16.18,0.0,0.35,10.85,13.69,59.5,0,0,0
1,0.065,5,0,0,1,0,1,20.85,26.83,4.75,24.39,15.84,115.5,1,0,1
3,0.055,0,0,2,0,0,0,40.23,0.0,0.44,5.16,6.35,24.5,0,0,0
0,0.068,6,0,0,0,1,0,14.46,0.0,-0.09,13.63,12.47,24.5,0,0,0
1,0.068,0,0,0,1,0,1,10.98,66.04,3.44,22.79,15.65,24.5,1,1,2
3,0.055,6,0,0,0,1,0,24.37,0.0,0.58,4.72,7.13,24.5,0,0,0
1,0.065,1,0,0,1,1,1,19.83,27.97,4.76,24.63,15.73,115.5,1,0,1
1,0.065,4,1,1,1,2,1,10.48,3.0,2.56,19.51,18.18,87.5,0,0,0
1,0.055,2,0,0,1,0,1,42.0,39.13,4.36,19.09,27.53,24.5,1,1,2
1,0.087,2,0,0,1,0,1,14.09,23.18,4.64,17.68,23.52,115.5,1,0,1
1,0.068,5,0,0,1,0,1,7.59,5.26,4.76,22.84,16.76,24.5,1,1,2
0,0.068,6,0,0,0,1,0,14.46,0.0,-0.09,13.63,12.47,24.5,0,0,0
1,0.087,5,0,0,1,0,1,21.0,25.23,5.04,18.48,22.15,115.5,1,0,1
1,0.065,3,0,0,1,1,1,22.92,38.95,4.53,21.73,17.69,115.5,1,0,1
1,0.068,3,0,0,1,1,1,21.0,31.03,4.62,23.24,16.38,24.5,1,1,2
0,0.065,6,0,0,0,1,0,14.8,0.0,0.04,13.73,12.43,59.5,0,0,0
3,0.055,4,1,1,0,2,0,0.0,0.0,0.4,5.97,9.75,24.5,1,1,2
3,0.068,1,0,0,0,1,0,7.0,0.0,0.78,6.73,10.87,24.5,1,1,2
0,0.087,4,1,1,0,2,1,8.7,0.0,0.05,12.43,12.39,80.5,0,0,0
1,0.055,3,0,0,1,1,1,38.0,11.76,4.42,19.11,22.32,24.5,1,1,2
2,0.068,2,0,0,1,0,1,6.0,40.7,3.55,23.4,17.0,24.5,1,1,2
2,0.068,1,0,2,1,1,1,15.0,29.73,2.47,27.06,10.98,24.5,1,1,2
0,0.087,6,0,0,0,1,0,13.4,0.0,-0.02,13.88,12.46,59.5,0,0,0
0,0.065,2,0,0,0,0,0,18.76,0.0,-0.15,10.73,10.95,63.0,0,0,0
2,0.065,6,0,0,1,1,1,16.22,27.72,3.71,20.17,19.1,115.5,1,0,1
1,0.068,5,0,0,1,0,1,11.0,48.78,4.76,24.59,15.85,24.5,1,1,2
1,0.087,6,0,2,1,1,1,20.78,31.43,4.97,19.29,21.0,115.5,1,0,1
1,0.087,2,0,0,1,0,1,14.09,23.18,4.64,17.68,23.52,115.5,1,0,1
2,0.068,2,0,0,1,0,1,20.27,30.37,3.51,27.39,13.87,24.5,0,0,0
2,0.065,0,0,0,1,0,1,24.36,14.72,2.53,25.01,11.34,115.5,1,0,1
0,0.055,3,0,0,0,1,0,7.59,0.0,-0.1,8.62,9.75,24.5,1,1,2
2,0.065,5,0,0,1,0,1,24.04,23.17,3.84,21.57,17.27,115.5,1,0,1
2,0.068,4,1,1,1,2,0,2.0,0.0,3.37,22.76,16.67,24.5,1,1,2
0,0.068,3,0,0,0,1,0,11.53,0.0,-0.24,10.72,11.44,24.5,0,0,0
1,0.087,6,0,2,1,1,1,20.78,31.43,4.97,19.29,21.0,73.5,0,0,0
1,0.087,2,0,0,1,0,1,14.09,23.18,4.64,17.68,23.52,115.5,1,0,1
0,0.087,6,0,0,0,1,0,13.4,0.0,-0.02,13.88,12.46,59.5,0,0,0
1,0.087,4,1,1,1,2,1,5.29,4.78,3.3,18.95,20.18,115.5,1,0,1
2,0.065,4,1,1,1,2,1,11.42,8.58,2.63,25.61,11.55,115.5,1,0,1
1,0.055,2,0,0,1,0,1,20.83,11.76,3.99,19.67,19.26,24.5,1,1,2
0,0.065,5,0,2,0,0,0,17.4,0.0,0.09,12.44,12.07,63.0,0,0,0
1,0.065,1,0,0,1,1,1,19.83,27.97,4.76,24.63,15.73,115.5,1,0,1
2,0.068,2,0,0,1,0,1,20.27,30.37,3.51,27.39,13.87,24.5,0,0,0
2,0.087,6,0,0,1,1,1,19.95,20.02,3.84,21.14,17.91,115.5,1,0,1
2,0.065,6,0,0,1,1,1,16.22,27.72,3.71,20.17,19.1,115.5,1,0,1
2,0.065,3,0,0,1,1,1,17.98,29.4,3.72,20.73,18.25,115.5,1,0,1
2,0.068,0,0,0,1,0,1,21.9,14.26,2.54,25.22,11.25,24.5,0,0,0
2,0.087,6,0,0,1,1,1,19.95,20.02,3.84,21.14,17.91,115.5,1,0,1
0,0.087,0,0,0,0,0,0,20.69,0.0,-0.57,14.06,12.3,63.0,0,0,0
1,0.068,6,0,2,1,1,1,18.0,12.9,4.57,25.39,14.72,24.5,1,1,2
2,0.055,0,0,0,1,0,1,64.0,11.36,2.59,28.03,9.35,24.5,1,1,2
3,0.068,6,0,0,0,1,0,26.55,0.0,0.63,8.06,11.63,24.5,0,0,0
0,0.065,3,0,0,0,1,0,12.82,0.0,-0.22,10.84,11.34,63.0,0,0,0
3,0.055,1,0,0,0,1,0,28.15,0.0,0.65,5.42,8.13,24.5,0,0,0
0,0.055,2,0,0,0,0,0,28.0,0.0,-0.41,14.66,11.25,24.5,1,1,2
0,0.068,5,0,2,0,0,0,16.32,0.0,-0.01,10.89,11.46,24.5,0,0,0
0,0.068,6,0,0,0,1,0,14.46,0.0,-0.09,13.63,12.47,24.5,0,0,0
2,0.065,2,0,0,1,0,1,24.96,24.01,2.88,27.23,11.48,115.5,1,0,1
1,0.091,3,0,0,1,1,1,20.79,24.77,4.99,19.11,22.0,115.5,1,0,1
2,0.091,5,0,0,1,0,1,24.97,45.68,3.83,26.75,14.85,66.5,0,0,0
0,0.087,1,0,0,0,1,0,14.91,0.0,0.31,13.94,12.3,59.5,0,0,0
0,0.087,2,0,0,0,0,0,17.08,0.0,0.0,13.87,12.17,63.0,0,0,0
2,0.055,5,0,0,1,0,1,32.0,31.58,3.92,27.05,15.2,24.5,1,1,2
1,0.055,6,0,2,1,1,1,13.0,57.14,4.56,18.45,22.74,24.5,1,1,2
0,0.091,4,1,1,0,2,1,8.52,0.0,0.04,12.26,12.14,80.5,0,0,0
1,0.087,4,1,1,1,2,1,5.29,4.78,3.3,18.95,20.18,115.5,1,0,1
1,0.087,2,0,0,1,0,1,14.09,23.18,4.64,17.68,23.52,115.5,1,0,1
2,0.055,5,0,0,1,0,1,21.0,17.0,3.92,28.04,14.79,24.5,1,1,2
1,0.087,4,1,1,1,2,1,5.29,4.78,3.3,18.95,20.18,87.5,0,0,0
3,0.055,2,0,0,0,0,0,18.64,0.0,0.24,4.81,5.91,24.5,0,0,0
0,0.05,0,0,0,0,0,0,25.31,0.0,-0.84,9.36,9.68,24.5,0,0,0
2,0.055,3,0,0,1,1,1,17.0,58.33,2.77,27.11,12.01,24.5,1,1,2
2,0.05,1,0,2,1,1,1,10.0,47.17,1.64,28.51,9.93,24.5,1,1,2
0,0.05,0,0,0,0,0,0,28.0,0.0,-0.85,9.75,10.48,24.5,1,1,2
2,0.055,4,1,1,1,2,1,0.0,0.0,2.64,27.97,6.04,24.5,1,1,2
1,0.05,0,0,0,1,0,1,20.0,32.69,3.64,19.28,19.57,24.5,1,1,2
3,0.05,2,0,0,0,0,0,19.61,0.0,0.07,4.83,5.79,24.5,0,0,0
0,0.09,0,0,0,0,0,0,21.41,0.0,-0.61,14.01,12.25,63.0,0,0,0
0,0.09,2,0,0,0,0,0,16.88,0.0,-0.04,13.74,12.23,63.0,0,0,0
2,0.055,6,0,0,1,1,1,16.38,27.94,3.78,20.27,18.87,24.5,0,0,0
3,0.05,3,0,0,0,1,0,49.68,0.0,0.44,5.69,8.8,24.5,0,0,0
1,0.091,0,0,0,1,0,1,13.96,32.36,4.23,19.27,21.03,115.5,1,0,1
2,0.09,1,0,2,1,1,1,15.59,25.77,3.57,25.7,14.68,115.5,1,0,1
1,0.05,0,0,0,1,0,0,15.0,22.73,3.25,15.73,19.18,24.5,1,1,2
2,0.05,1,0,2,1,1,1,9.0,27.27,2.28,25.61,11.39,24.5,1,1,2
1,0.092,2,0,0,1,0,1,13.6,22.45,4.64,17.6,23.87,115.5,1,0,1
1,0.055,0,0,0,1,0,1,22.0,83.33,3.3,21.05,17.46,24.5,1,1,2
0,0.055,0,0,0,0,0,0,21.43,0.0,-0.56,9.92,10.04,24.5,0,0,0
0,0.092,5,0,2,0,0,0,15.59,0.0,0.32,13.41,12.29,63.0,0,0,0
