Species,Light_ISF,Soil,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Time,Event,Harvest,Alive
1,0.075,6,0,2,1,1,1,14.9,33.73,4.8,24.29,15.78,73.5,0,0,0
0,0.052,1,0,0,0,1,0,12.0,0.0,-0.09,11.08,11.41,28.0,1,1,2
3,0.093,5,0,0,0,0,0,4.0,0.0,0.95,8.05,11.3,28.0,1,1,2
3,0.053,1,0,0,0,1,0,52.0,0.0,1.04,6.1,10.43,28.0,1,1,2
3,0.059,0,0,2,0,0,0,17.0,0.0,0.49,5.65,9.71,28.0,1,1,2
3,0.103,2,0,0,0,0,0,48.0,0.0,0.65,6.66,11.1,28.0,1,1,2
3,0.103,6,0,0,0,1,0,17.0,0.0,0.71,10.58,14.2,28.0,1,1,2
0,0.103,0,0,0,0,0,0,26.0,0.0,-0.81,13.49,12.13,28.0,1,1,2
1,0.075,6,0,2,1,1,1,14.9,33.73,4.8,24.29,15.78,73.5,0,0,0
3,0.103,6,0,0,0,1,0,34.0,0.0,0.69,10.25,13.4,28.0,1,1,2
3,0.103,0,0,2,0,0,0,41.0,0.0,0.66,5.6,10.82,28.0,1,1,2
1,0.075,0,0,0,1,0,1,19.69,26.86,3.81,18.37,21.36,115.5,1,0,1
2,0.051,2,0,0,1,0,1,14.84,23.15,3.47,26.47,13.85,66.5,0,0,0
3,0.11,1,0,0,0,1,0,51.0,0.0,0.96,10.4,13.5,28.0,1,1,2
1,0.051,3,0,0,1,1,1,22.72,36.48,4.43,20.55,18.63,115.5,1,0,1
3,0.11,5,0,0,0,0,0,49.0,0.0,1.07,6.67,11.47,28.0,1,1,2
0,0.072,4,1,1,0,2,1,7.16,0.0,-0.21,9.55,10.02,66.5,0,0,0
3,0.11,2,0,0,0,0,0,21.0,0.0,0.56,6.16,10.68,28.0,1,1,2
3,0.086,6,0,0,0,1,0,12.0,0.0,0.72,5.45,9.92,28.0,1,1,2
3,0.11,5,0,0,0,0,0,51.0,0.0,0.93,10.06,13.54,28.0,1,1,2
3,0.122,2,0,0,0,0,0,13.0,0.0,0.36,5.23,8.42,28.0,1,1,2
3,0.133,1,0,0,0,1,0,67.0,0.0,1.06,7.09,11.35,28.0,1,1,2
3,0.133,6,0,0,0,1,0,69.0,0.0,0.82,3.82,8.6,28.0,1,1,2
3,0.122,3,0,0,0,1,0,37.0,0.0,0.76,8.25,11.72,28.0,1,1,2
3,0.133,5,0,0,0,0,0,92.0,0.0,0.92,8.99,11.81,28.0,1,1,2
1,0.06,3,0,0,1,1,1,26.08,40.7,4.66,19.2,21.57,115.5,1,0,1
0,0.06,4,1,1,0,2,1,5.7,0.0,-0.27,9.0,9.03,66.5,0,0,0
1,0.06,2,0,0,1,0,1,13.12,29.89,4.37,18.71,23.35,115.5,1,0,1
3,0.072,0,0,2,0,0,0,36.12,0.0,0.42,5.29,7.32,115.5,1,0,1
0,0.105,0,0,0,0,0,0,21.0,0.0,-0.52,12.34,11.75,28.0,1,1,2
3,0.105,1,0,0,0,1,0,25.0,0.0,0.68,11.08,14.17,28.0,1,1,2
3,0.105,5,0,0,0,0,0,22.0,0.0,0.79,10.57,14.78,28.0,1,1,2
3,0.105,0,0,2,0,0,0,63.0,0.0,0.46,5.16,8.64,28.0,1,1,2
3,0.105,5,0,0,0,0,0,77.0,0.0,0.85,4.54,8.38,28.0,1,1,2
0,0.072,6,0,0,0,1,0,15.03,0.0,0.03,13.72,12.34,59.5,0,0,0
1,0.095,5,0,0,1,0,1,21.77,31.08,5.05,18.84,22.51,28.0,0,0,0
3,0.118,1,0,0,0,1,0,65.0,0.0,1.28,8.91,11.89,28.0,1,1,2
3,0.111,6,0,0,0,1,0,63.0,0.0,0.9,5.95,10.29,28.0,1,1,2
1,0.111,5,0,0,1,0,1,23.12,22.48,5.11,18.4,22.88,28.0,0,0,0
2,0.072,0,0,0,1,0,0,18.25,12.85,2.57,24.22,11.95,115.5,1,0,1
0,0.072,2,0,0,0,0,0,18.01,0.0,-0.18,10.37,10.95,59.5,0,0,0
3,0.141,1,0,0,0,1,0,6.0,0.0,1.29,5.66,10.68,28.0,1,1,2
3,0.14,5,0,0,0,0,0,83.0,0.0,1.15,9.47,12.18,28.0,1,1,2
3,0.14,1,0,0,0,1,0,80.0,0.0,1.29,8.73,12.19,28.0,1,1,2
2,0.06,3,0,0,1,1,1,15.49,24.87,3.8,20.73,18.53,63.0,0,0,0
1,0.06,5,0,0,1,0,1,20.14,22.73,4.74,18.34,22.05,115.5,1,0,1
3,0.14,1,0,0,0,1,0,48.0,0.0,1.2,9.74,12.64,28.0,1,1,2
3,0.06,4,1,1,0,2,0,12.79,0.0,0.28,5.18,8.17,115.5,1,0,1
3,0.14,5,0,0,0,0,0,48.0,0.0,1.2,10.44,14.92,28.0,1,1,2
3,0.14,6,0,0,0,1,0,20.97,0.0,1.03,8.87,12.26,28.0,1,1,2
3,0.141,3,0,0,0,1,0,92.0,0.0,0.94,9.29,11.65,28.0,1,1,2
3,0.148,3,0,0,0,1,0,77.0,0.0,1.07,6.63,10.18,28.0,1,1,2
3,0.14,3,0,0,0,1,0,41.0,0.0,0.93,6.24,10.88,28.0,1,1,2
3,0.161,4,1,1,0,2,0,15.04,0.0,0.09,9.34,12.14,28.0,0,0,0
3,0.138,1,0,0,0,1,0,15.0,0.0,1.29,6.17,11.23,28.0,1,1,2
1,0.06,3,0,0,1,1,1,26.08,40.7,4.66,19.2,21.57,115.5,1,0,1
3,0.138,0,0,2,0,0,0,63.0,0.0,0.76,7.99,12.14,28.0,1,1,2
1,0.06,1,0,0,1,1,1,15.17,28.36,4.74,23.67,16.12,115.5,1,0,1
1,0.06,4,1,1,1,2,1,10.56,2.49,2.46,19.5,18.63,66.5,0,0,0
3,0.161,5,0,0,0,0,0,53.0,0.0,1.2,10.75,14.03,28.0,1,1,2
2,0.078,4,1,1,1,2,1,10.62,8.66,3.02,24.76,13.06,31.5,0,0,0
3,0.065,6,0,0,0,1,0,25.23,0.0,0.61,7.37,11.29,31.5,0,0,0
1,0.047,5,0,0,1,0,1,22.03,24.04,4.64,18.68,21.78,31.5,0,0,0
1,0.06,3,0,0,1,1,1,26.08,40.7,4.66,19.2,21.57,115.5,1,0,1
1,0.06,4,1,1,1,2,0,10.56,2.49,2.46,19.5,18.63,31.5,0,0,0
1,0.06,4,1,1,1,2,0,10.56,2.49,2.46,19.5,18.63,31.5,0,0,0
3,0.052,5,0,0,0,0,0,48.86,0.0,0.55,4.9,6.86,31.5,0,0,0
3,0.086,6,0,0,0,1,0,29.94,0.0,0.56,10.76,13.39,31.5,0,0,0
3,0.093,6,0,0,0,1,0,29.42,0.0,0.68,10.46,13.7,31.5,0,0,0
2,0.072,5,0,0,1,0,1,22.07,28.17,3.83,22.69,16.83,66.5,0,0,0
1,0.095,0,0,0,1,0,0,15.11,30.86,4.2,18.95,23.26,31.5,0,0,0
1,0.06,5,0,0,1,0,1,20.14,22.73,4.74,18.34,22.05,73.5,0,0,0
2,0.06,1,0,2,1,1,1,16.59,23.81,2.37,25.82,11.39,59.5,0,0,0
0,0.06,5,0,2,0,0,0,15.57,0.0,-0.08,10.13,10.81,59.5,0,0,0
1,0.148,2,0,0,1,0,0,19.46,32.18,5.0,19.52,21.13,31.5,0,0,0
1,0.072,2,0,0,1,0,1,19.99,34.18,4.27,19.83,19.75,115.5,1,0,1
1,0.138,0,0,0,1,0,0,17.96,32.3,4.54,19.14,24.27,31.5,0,0,0
1,0.078,5,0,0,1,0,0,14.1,28.95,4.71,21.11,18.02,35.0,0,0,0
0,0.077,0,0,0,0,0,0,19.64,0.0,-0.63,14.05,12.01,35.0,0,0,0
0,0.052,0,0,0,0,0,0,20.66,0.0,-0.58,10.16,10.87,35.0,0,0,0
0,0.077,0,0,0,0,0,0,19.64,0.0,-0.63,14.05,12.01,35.0,0,0,0
0,0.086,0,0,0,0,0,0,21.35,0.0,-0.58,14.11,12.2,35.0,0,0,0
0,0.086,0,0,0,0,0,0,21.35,0.0,-0.58,14.11,12.2,35.0,0,0,0
3,0.087,3,0,0,0,1,0,38.92,0.0,0.7,8.13,11.62,35.0,0,0,0
0,0.106,4,1,1,0,2,0,8.35,0.0,0.04,12.12,12.21,38.5,0,0,0
0,0.106,0,0,0,0,0,0,22.0,0.0,-0.56,13.86,12.15,38.5,0,0,0
0,0.106,0,0,0,0,0,0,22.0,0.0,-0.56,13.86,12.15,38.5,0,0,0
0,0.106,0,0,0,0,0,0,22.0,0.0,-0.56,13.86,12.15,38.5,0,0,0
0,0.1,1,0,0,0,1,0,14.57,0.0,0.22,13.76,12.17,38.5,0,0,0
0,0.097,0,0,0,0,0,0,24.09,0.0,-0.87,14.03,12.27,38.5,0,0,0
0,0.083,0,0,0,0,0,0,20.55,0.0,-0.63,14.24,12.27,38.5,0,0,0
3,0.103,1,0,0,0,1,0,32.24,0.0,0.74,10.55,13.74,38.5,0,0,0
3,0.08,0,0,2,0,0,0,29.88,0.0,0.43,9.1,11.74,38.5,0,0,0
3,0.08,5,0,0,0,0,0,31.81,0.0,0.71,9.35,11.66,38.5,0,0,0
1,0.055,2,0,0,1,0,1,23.87,36.31,4.32,19.24,21.51,115.5,1,0,1
3,0.08,5,0,0,0,0,0,31.81,0.0,0.71,9.35,11.66,38.5,0,0,0
1,0.055,4,1,1,1,2,1,10.58,4.23,2.29,19.25,18.63,115.5,1,0,1
3,0.08,3,0,0,0,1,0,46.72,0.0,0.69,7.3,11.32,38.5,0,0,0
3,0.08,3,0,0,0,1,0,46.72,0.0,0.69,7.3,11.32,38.5,0,0,0
3,0.103,5,0,0,0,0,0,41.12,0.0,0.78,10.16,13.45,38.5,0,0,0
3,0.103,3,0,0,0,1,0,39.26,0.0,0.7,8.31,11.56,38.5,0,0,0
0,0.103,0,0,0,0,0,0,22.16,0.0,-0.64,13.88,12.13,38.5,0,0,0
3,0.08,6,0,0,0,1,0,25.38,0.0,0.64,9.25,11.86,38.5,0,0,0
3,0.095,3,0,0,0,1,0,35.15,0.0,0.59,9.59,11.92,38.5,0,0,0
1,0.068,5,0,0,1,0,1,19.1,37.94,4.81,25.32,15.2,59.5,0,0,0
0,0.103,0,0,0,0,0,0,22.16,0.0,-0.64,13.88,12.13,38.5,0,0,0
3,0.082,6,0,0,0,1,0,25.27,0.0,0.62,9.43,11.94,38.5,0,0,0
3,0.095,0,0,2,0,0,0,23.45,0.0,0.32,10.23,13.9,38.5,0,0,0
3,0.087,5,0,0,0,0,0,41.39,0.0,0.78,10.2,13.54,38.5,0,0,0
3,0.087,6,0,0,0,1,0,28.46,0.0,0.65,10.38,13.66,38.5,0,0,0
3,0.082,1,0,0,0,1,0,40.12,0.0,0.72,8.64,11.85,38.5,0,0,0
3,0.087,1,0,0,0,1,0,36.65,0.0,0.71,10.43,13.72,38.5,0,0,0
3,0.082,6,0,0,0,1,0,25.27,0.0,0.62,9.43,11.94,38.5,0,0,0
3,0.087,0,0,2,0,0,0,22.46,0.0,0.38,10.27,14.03,38.5,0,0,0
0,0.082,0,0,0,0,0,0,21.02,0.0,-0.63,14.18,12.41,38.5,0,0,0
3,0.087,0,0,2,0,0,0,22.46,0.0,0.38,10.27,14.03,38.5,0,0,0
0,0.068,4,1,1,0,2,1,5.14,0.0,-0.21,9.36,9.89,70.0,0,0,0
3,0.087,1,0,0,0,1,0,36.65,0.0,0.71,10.43,13.72,38.5,0,0,0
3,0.082,1,0,0,0,1,0,40.12,0.0,0.72,8.64,11.85,38.5,0,0,0
3,0.082,3,0,0,0,1,0,41.69,0.0,0.67,7.08,11.28,38.5,0,0,0
0,0.087,0,0,0,0,0,0,20.69,0.0,-0.57,14.06,12.3,38.5,0,0,0
3,0.082,0,0,2,0,0,0,30.68,0.0,0.38,9.31,11.9,38.5,0,0,0
3,0.082,2,0,0,0,0,0,20.45,0.0,0.3,10.69,13.27,38.5,0,0,0
3,0.075,6,0,0,0,1,0,20.04,0.0,0.62,5.12,8.19,38.5,0,0,0
0,0.079,0,0,0,0,0,0,22.78,0.0,-0.65,14.27,12.12,38.5,0,0,0
0,0.08,0,0,0,0,0,0,22.23,0.0,-0.71,14.29,12.36,38.5,0,0,0
0,0.061,4,1,1,0,2,0,8.25,0.0,-0.2,10.78,11.85,38.5,0,0,0
2,0.068,0,0,0,1,0,1,21.9,14.26,2.54,25.22,11.25,115.5,1,0,1
0,0.061,0,0,0,0,0,0,18.89,0.0,-0.69,13.64,12.17,38.5,0,0,0
0,0.063,0,0,0,0,0,0,20.17,0.0,-0.7,14.0,11.94,38.5,0,0,0
3,0.077,0,0,2,0,0,0,48.57,0.0,0.53,5.18,7.13,38.5,0,0,0
3,0.065,6,0,0,0,1,0,25.23,0.0,0.61,7.37,11.29,38.5,0,0,0
3,0.065,3,0,0,0,1,0,33.09,0.0,0.53,5.38,6.81,38.5,0,0,0
3,0.077,1,0,0,0,1,0,32.39,0.0,0.73,7.75,11.34,38.5,0,0,0
3,0.065,5,0,0,0,0,0,32.22,0.0,0.7,6.81,10.95,38.5,0,0,0
0,0.077,0,0,0,0,0,0,19.64,0.0,-0.63,14.05,12.01,38.5,0,0,0
3,0.077,5,0,0,0,0,0,47.55,0.0,0.61,5.31,7.89,38.5,0,0,0
3,0.077,3,0,0,0,1,0,57.81,0.0,0.58,5.41,6.68,38.5,0,0,0
3,0.077,0,0,2,0,0,0,48.57,0.0,0.53,5.18,7.13,38.5,0,0,0
3,0.077,6,0,0,0,1,0,23.12,0.0,0.64,5.16,7.99,38.5,0,0,0
0,0.065,0,0,0,0,0,0,20.26,0.0,-0.69,14.0,11.94,38.5,0,0,0
1,0.055,6,0,2,1,1,1,26.13,41.5,4.6,19.01,22.53,59.5,0,0,0
3,0.074,3,0,0,0,1,0,32.09,0.0,0.58,5.21,6.67,38.5,0,0,0
2,0.055,3,0,0,1,1,1,15.04,28.28,3.78,20.24,18.82,73.5,0,0,0
3,0.071,0,0,2,0,0,0,36.17,0.0,0.4,5.28,7.28,38.5,0,0,0
3,0.071,6,0,0,0,1,0,19.46,0.0,0.67,6.65,10.97,38.5,0,0,0
2,0.068,1,0,2,1,1,1,16.3,28.79,2.49,25.27,11.64,115.5,1,0,1
3,0.074,6,0,0,0,1,0,27.64,0.0,0.64,7.05,11.39,38.5,0,0,0
3,0.074,0,0,2,0,0,0,34.77,0.0,0.46,5.11,7.11,38.5,0,0,0
3,0.073,0,0,2,0,0,0,32.01,0.0,0.42,5.3,7.15,38.5,0,0,0
3,0.073,1,0,0,0,1,0,31.46,0.0,0.67,7.54,11.5,38.5,0,0,0
3,0.073,1,0,0,0,1,0,31.46,0.0,0.67,7.54,11.5,38.5,0,0,0
0,0.073,0,0,0,0,0,0,22.62,0.0,-0.71,13.98,11.83,38.5,0,0,0
0,0.074,0,0,0,0,0,0,18.47,0.0,-0.63,13.61,11.92,38.5,0,0,0
1,0.055,1,0,0,1,1,1,20.01,31.97,4.66,20.98,18.33,115.5,1,0,1
3,0.073,1,0,0,0,1,0,31.46,0.0,0.67,7.54,11.5,38.5,0,0,0
3,0.074,3,0,0,0,1,0,32.09,0.0,0.58,5.21,6.67,38.5,0,0,0
3,0.073,0,0,2,0,0,0,32.01,0.0,0.42,5.3,7.15,38.5,0,0,0
3,0.073,6,0,0,0,1,0,20.12,0.0,0.6,5.11,8.14,38.5,0,0,0
0,0.075,0,0,0,0,0,0,21.42,0.0,-0.68,13.96,11.83,38.5,0,0,0
2,0.055,5,0,0,1,0,1,30.61,32.86,3.91,27.28,15.18,115.5,1,0,1
2,0.055,3,0,0,1,1,1,15.04,28.28,3.78,20.24,18.82,115.5,1,0,1
0,0.075,0,0,0,0,0,0,21.42,0.0,-0.68,13.96,11.83,38.5,0,0,0
0,0.075,0,0,0,0,0,0,21.42,0.0,-0.68,13.96,11.83,38.5,0,0,0
0,0.055,1,0,0,0,1,0,13.31,0.0,0.01,10.11,10.79,38.5,0,0,0
0,0.055,2,0,0,0,0,0,17.82,0.0,-0.13,9.36,9.45,38.5,0,0,0
2,0.068,2,0,0,1,0,1,20.27,30.37,3.51,27.39,13.87,115.5,1,0,1
0,0.032,5,0,2,0,0,0,19.41,0.0,-0.24,9.61,10.03,38.5,0,0,0
3,0.052,1,0,0,0,1,0,30.09,0.0,0.73,5.99,9.98,38.5,0,0,0
3,0.087,1,0,0,0,1,0,36.65,0.0,0.71,10.43,13.72,38.5,0,0,0
1,0.068,3,0,0,1,1,1,21.72,38.52,4.52,22.0,17.55,115.5,1,0,1
3,0.052,6,0,0,0,1,0,25.63,0.0,0.51,4.87,6.83,38.5,0,0,0
0,0.087,4,1,1,0,2,1,8.7,0.0,0.05,12.43,12.39,38.5,0,0,0
3,0.052,6,0,0,0,1,0,25.63,0.0,0.51,4.87,6.83,38.5,0,0,0
3,0.087,3,0,0,0,1,0,38.92,0.0,0.7,8.13,11.62,38.5,0,0,0
3,0.087,6,0,0,0,1,0,28.46,0.0,0.65,10.38,13.66,38.5,0,0,0
3,0.087,5,0,0,0,0,0,41.39,0.0,0.78,10.2,13.54,38.5,0,0,0
3,0.093,1,0,0,0,1,0,40.21,0.0,0.75,10.36,13.63,38.5,0,0,0
3,0.077,3,0,0,0,1,0,57.81,0.0,0.58,5.41,6.68,38.5,0,0,0
3,0.086,1,0,0,0,1,0,32.51,0.0,0.63,10.91,13.43,38.5,0,0,0
2,0.055,1,0,2,1,1,1,12.68,17.24,2.36,25.86,11.26,115.5,1,0,1
3,0.086,0,0,2,0,0,0,22.89,0.0,0.19,10.49,13.72,38.5,0,0,0
1,0.068,1,0,0,1,1,1,19.0,33.28,4.85,25.21,15.67,70.0,0,0,0
3,0.093,0,0,2,0,0,0,22.16,0.0,0.19,10.53,13.99,38.5,0,0,0
2,0.05,0,0,0,1,0,0,15.11,19.98,2.42,23.34,12.3,115.5,1,0,1
2,0.055,5,0,0,1,0,1,30.61,32.86,3.91,27.28,15.18,66.5,0,0,0
3,0.093,0,0,2,0,0,0,22.16,0.0,0.19,10.53,13.99,38.5,0,0,0
3,0.093,0,0,2,0,0,0,22.16,0.0,0.19,10.53,13.99,38.5,0,0,0
2,0.055,1,0,2,1,1,1,12.68,17.24,2.36,25.86,11.26,115.5,1,0,1
3,0.086,5,0,0,0,0,0,35.87,0.0,0.72,10.36,13.55,38.5,0,0,0
3,0.093,1,0,0,0,1,0,40.21,0.0,0.75,10.36,13.63,38.5,0,0,0
2,0.05,5,0,0,1,0,1,23.44,40.82,3.82,26.95,14.67,66.5,0,0,0
3,0.086,0,0,2,0,0,0,22.89,0.0,0.19,10.49,13.72,38.5,0,0,0
0,0.06,2,0,0,0,0,0,17.77,0.0,-0.2,10.8,11.03,38.5,0,0,0
0,0.074,0,0,0,0,0,0,18.47,0.0,-0.63,13.61,11.92,38.5,0,0,0
0,0.074,0,0,0,0,0,0,18.47,0.0,-0.63,13.61,11.92,38.5,0,0,0
0,0.11,3,0,0,0,1,0,15.14,0.0,-0.04,13.23,12.2,38.5,0,0,0
0,0.133,5,0,2,0,0,0,19.54,0.0,0.46,13.77,12.5,38.5,0,0,0
0,0.133,0,0,0,0,0,0,21.71,0.0,-0.59,13.72,12.22,38.5,0,0,0
0,0.105,0,0,0,0,0,0,22.32,0.0,-0.56,13.96,12.12,38.5,0,0,0
0,0.111,4,1,1,0,2,0,8.61,0.0,0.1,12.12,12.1,38.5,0,0,0
0,0.118,0,0,0,0,0,0,25.33,0.0,-0.75,12.88,12.14,38.5,0,0,0
1,0.055,1,0,0,1,1,1,20.01,31.97,4.66,20.98,18.33,70.0,0,0,0
0,0.141,1,0,0,0,1,0,14.28,0.0,0.34,13.93,12.44,38.5,0,0,0
2,0.141,1,0,2,1,1,1,23.6,49.9,4.32,20.32,20.84,38.5,0,0,0
3,0.108,0,0,2,0,0,0,23.31,0.0,0.2,10.42,13.92,42.0,0,0,0
1,0.05,4,1,1,1,2,1,9.44,4.87,2.38,18.81,18.49,115.5,1,0,1
2,0.055,6,0,0,1,1,1,16.38,27.94,3.78,20.27,18.87,63.0,0,0,0
3,0.106,5,0,0,0,0,0,40.94,0.0,0.81,10.46,14.29,42.0,0,0,0
3,0.106,3,0,0,0,1,0,37.24,0.0,0.6,9.8,12.17,42.0,0,0,0
3,0.098,3,0,0,0,1,0,37.78,0.0,0.71,8.34,11.45,42.0,0,0,0
3,0.107,0,0,2,0,0,0,26.28,0.0,0.19,10.56,13.97,42.0,0,0,0
1,0.05,2,0,0,1,0,1,23.54,37.17,4.31,19.4,20.31,70.0,0,0,0
3,0.107,5,0,0,0,0,0,44.63,0.0,0.82,10.1,13.63,42.0,0,0,0
1,0.05,5,0,0,1,0,1,20.71,23.57,4.66,18.64,21.83,115.5,1,0,1
3,0.107,3,0,0,0,1,0,38.61,0.0,0.67,9.22,11.93,42.0,0,0,0
3,0.1,0,0,2,0,0,0,22.84,0.0,0.21,10.4,13.93,42.0,0,0,0
3,0.107,5,0,0,0,0,0,44.63,0.0,0.82,10.1,13.63,42.0,0,0,0
3,0.107,5,0,0,0,0,0,44.63,0.0,0.82,10.1,13.63,42.0,0,0,0
3,0.107,3,0,0,0,1,0,38.61,0.0,0.67,9.22,11.93,42.0,0,0,0
2,0.055,4,1,1,1,2,1,12.48,5.31,2.53,27.33,9.95,59.5,0,0,0
1,0.055,3,0,0,1,1,1,29.62,34.36,4.59,19.2,21.61,66.5,0,0,0
3,0.107,0,0,2,0,0,0,26.28,0.0,0.19,10.56,13.97,42.0,0,0,0
3,0.107,5,0,0,0,0,0,44.63,0.0,0.82,10.1,13.63,42.0,0,0,0
3,0.083,6,0,0,0,1,0,24.39,0.0,0.62,9.43,11.96,42.0,0,0,0
3,0.083,3,0,0,0,1,0,37.18,0.0,0.63,7.87,11.46,42.0,0,0,0
3,0.083,6,0,0,0,1,0,24.39,0.0,0.62,9.43,11.96,42.0,0,0,0
1,0.055,4,1,1,1,2,1,10.58,4.23,2.29,19.25,18.63,66.5,0,0,0
3,0.097,5,0,0,0,0,0,43.67,0.0,0.79,9.95,13.16,42.0,0,0,0
3,0.097,1,0,0,0,1,0,33.29,0.0,0.57,10.94,13.76,42.0,0,0,0
2,0.05,4,1,1,1,2,1,11.48,3.33,2.54,26.12,11.05,115.5,1,0,1
2,0.083,4,1,1,1,2,1,4.89,3.78,3.39,24.95,14.51,42.0,0,0,0
3,0.097,3,0,0,0,1,0,36.14,0.0,0.71,8.39,11.59,42.0,0,0,0
3,0.083,1,0,0,0,1,0,41.92,0.0,0.74,8.53,11.85,42.0,0,0,0
3,0.083,3,0,0,0,1,0,37.18,0.0,0.63,7.87,11.46,42.0,0,0,0
3,0.097,1,0,0,0,1,0,33.29,0.0,0.57,10.94,13.76,42.0,0,0,0
3,0.083,3,0,0,0,1,0,37.18,0.0,0.63,7.87,11.46,42.0,0,0,0
2,0.05,4,1,1,1,2,1,11.48,3.33,2.54,26.12,11.05,73.5,0,0,0
3,0.097,6,0,0,0,1,0,29.61,0.0,0.56,10.65,13.69,42.0,0,0,0
3,0.083,5,0,0,0,0,0,31.0,0.0,0.57,10.76,13.36,42.0,0,0,0
1,0.05,1,0,0,1,1,1,21.36,32.42,4.76,19.11,22.08,115.5,1,0,1
0,0.118,0,0,0,0,0,0,25.33,0.0,-0.75,12.88,12.14,42.0,0,0,0
3,0.097,5,0,0,0,0,0,43.67,0.0,0.79,9.95,13.16,42.0,0,0,0
0,0.082,0,0,0,0,0,0,21.02,0.0,-0.63,14.18,12.41,42.0,0,0,0
3,0.1,0,0,2,0,0,0,22.84,0.0,0.21,10.4,13.93,42.0,0,0,0
3,0.082,0,0,2,0,0,0,30.68,0.0,0.38,9.31,11.9,42.0,0,0,0
3,0.1,1,0,0,0,1,0,32.05,0.0,0.73,10.55,13.75,42.0,0,0,0
3,0.1,6,0,0,0,1,0,31.81,0.0,0.71,10.3,13.48,42.0,0,0,0
2,0.05,6,0,0,1,1,1,18.87,26.49,3.84,23.21,16.67,63.0,0,0,0
2,0.055,4,1,1,1,2,1,12.48,5.31,2.53,27.33,9.95,115.5,1,0,1
1,0.055,5,0,0,1,0,1,19.17,25.9,4.73,18.57,22.51,73.5,0,0,0
1,0.05,4,1,1,1,2,1,9.44,4.87,2.38,18.81,18.49,115.5,1,0,1
3,0.082,3,0,0,0,1,0,41.69,0.0,0.67,7.08,11.28,42.0,0,0,0
0,0.082,0,0,0,0,0,0,21.02,0.0,-0.63,14.18,12.41,42.0,0,0,0
3,0.082,5,0,0,0,0,0,44.69,0.0,0.69,10.07,13.0,42.0,0,0,0
3,0.1,0,0,2,0,0,0,22.84,0.0,0.21,10.4,13.93,42.0,0,0,0
3,0.1,0,0,2,0,0,0,22.84,0.0,0.21,10.4,13.93,42.0,0,0,0
3,0.082,3,0,0,0,1,0,41.69,0.0,0.67,7.08,11.28,42.0,0,0,0
3,0.1,1,0,0,0,1,0,32.05,0.0,0.73,10.55,13.75,42.0,0,0,0
0,0.103,6,0,0,0,1,0,14.33,0.0,-0.04,13.45,12.56,42.0,0,0,0
2,0.063,4,1,1,1,2,1,11.79,7.99,2.56,25.62,11.47,115.5,1,0,1
3,0.08,4,1,1,0,2,0,12.2,0.0,0.07,7.43,11.6,42.0,0,0,0
2,0.047,4,1,1,1,2,1,10.34,3.62,2.48,26.38,11.04,59.5,0,0,0
3,0.08,4,1,1,0,2,0,12.2,0.0,0.07,7.43,11.6,42.0,0,0,0
3,0.103,2,0,0,0,0,0,19.14,0.0,0.34,10.75,13.6,42.0,0,0,0
0,0.08,6,0,0,0,1,0,12.57,0.0,-0.1,13.73,12.47,42.0,0,0,0
3,0.08,2,0,0,0,0,0,32.34,0.0,0.37,8.48,11.26,42.0,0,0,0
2,0.047,0,0,0,1,0,1,16.59,19.58,2.4,23.47,12.33,73.5,0,0,0
0,0.103,1,0,0,0,1,0,12.55,0.0,0.18,14.06,12.1,42.0,0,0,0
0,0.08,6,0,0,0,1,0,12.57,0.0,-0.1,13.73,12.47,42.0,0,0,0
3,0.103,2,0,0,0,0,0,19.14,0.0,0.34,10.75,13.6,42.0,0,0,0
0,0.082,6,0,0,0,1,0,14.77,0.0,-0.05,14.08,12.62,42.0,0,0,0
0,0.087,1,0,0,0,1,0,14.91,0.0,0.31,13.94,12.3,42.0,0,0,0
0,0.087,1,0,0,0,1,0,14.91,0.0,0.31,13.94,12.3,42.0,0,0,0
3,0.082,2,0,0,0,0,0,20.45,0.0,0.3,10.69,13.27,42.0,0,0,0
2,0.063,1,0,2,1,1,1,18.62,13.78,2.42,26.84,9.78,80.5,0,0,0
3,0.087,4,1,1,0,2,0,8.73,0.0,0.06,7.69,11.93,42.0,0,0,0
0,0.087,1,0,0,0,1,0,14.91,0.0,0.31,13.94,12.3,42.0,0,0,0
0,0.087,6,0,0,0,1,0,13.4,0.0,-0.02,13.88,12.46,42.0,0,0,0
1,0.092,5,0,0,1,0,1,18.61,25.3,5.04,18.68,22.25,42.0,0,0,0
3,0.082,3,0,0,0,1,0,41.69,0.0,0.67,7.08,11.28,42.0,0,0,0
3,0.078,3,0,0,0,1,0,32.66,0.0,0.6,5.31,7.66,42.0,0,0,0
3,0.082,0,0,2,0,0,0,30.68,0.0,0.38,9.31,11.9,42.0,0,0,0
1,0.063,5,0,0,1,0,1,21.41,33.31,4.78,26.68,14.82,115.5,1,0,1
3,0.078,0,0,2,0,0,0,34.76,0.0,0.46,8.54,11.6,42.0,0,0,0
3,0.078,5,0,0,0,0,0,34.41,0.0,0.67,8.36,11.43,42.0,0,0,0
3,0.078,5,0,0,0,0,0,34.41,0.0,0.67,8.36,11.43,42.0,0,0,0
3,0.079,5,0,0,0,0,0,37.6,0.0,0.74,7.83,11.34,42.0,0,0,0
